e,name,sum,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122
354,Soest,251,4,0,0,-1,3,3,9,1,-2,-1,-2,1,2,-2,1,2,4,0,0,1,0,4,2,9,3,1,0,0,4,0,-2,9,-2,2,9,1,2,1,3,2,-1,3,2,9,1,1,-3,2,4,2,9,4,4,0,1,9,1,3,4,4,1,-1,2,2,-1,0,4,-2,1,-2,1,-1,9,1,-3,4,-2,9,1,-3,2,9,2,9,1,4,9,2,-2,-1,3,-1,1,-1,3,1,0,0,1,0,-2,-1,4,4,0,4,3,4,0,3,9,2,9,9,0,1,0,1,0,0,0,9
355,Utrecht,283,1,0,9,3,9,-1,-1,1,4,4,0,1,9,1,1,-3,1,4,4,1,0,-1,4,1,9,0,0,4,-1,1,1,3,0,4,0,0,1,4,3,4,9,-3,4,3,1,2,1,2,1,4,4,3,9,4,9,0,1,2,4,4,-1,4,9,1,9,4,9,1,4,1,9,-3,4,1,9,1,9,4,-3,0,0,-2,4,-3,3,3,1,-1,1,0,1,-3,1,9,1,3,1,1,-3,1,1,0,1,-2,0,0,3,1,-2,9,3,-3,9,-3,0,0,4,9,9,4,4,-3
356,Tourcoing,212,9,1,4,9,-1,1,9,9,-2,4,0,1,1,2,-1,-2,-1,-2,4,0,1,1,-2,1,-2,9,4,2,3,9,1,-2,4,9,1,-1,-3,1,-2,9,2,4,-3,0,9,4,0,3,1,9,-2,1,1,-3,4,-3,0,4,0,1,4,2,-2,0,1,1,4,-3,-1,4,4,3,-2,3,4,-2,0,1,-3,4,-3,1,3,4,1,-3,4,9,0,0,1,2,0,3,4,0,4,-3,-2,9,-1,4,0,-3,9,2,2,-2,1,1,2,1,0,3,9,4,0,-1,1,4,2,-2
357,Veenendaal,261,-1,0,0,3,-2,-3,1,9,1,2,9,3,3,1,1,-2,4,1,4,0,9,-3,-3,1,9,9,9,-1,-3,3,-2,1,2,9,9,9,-3,4,4,2,2,-2,0,4,0,2,9,-1,0,3,9,-3,9,9,0,0,1,0,1,3,0,4,-2,4,4,3,9,0,9,1,9,1,9,-1,-3,-3,-3,-2,0,-2,1,0,0,-2,-2,1,2,1,1,4,0,1,9,4,9,-1,1,9,-3,4,4,-1,1,1,1,4,-2,1,1,0,-1,4,9,1,0,1,-3,1,4,3,2,9
358,Bousbecque,232,1,0,0,1,-2,-3,0,9,0,0,3,4,-3,3,4,4,4,-3,4,2,1,4,-3,9,1,1,4,3,1,9,1,0,-3,3,2,-1,1,-2,9,0,1,1,1,9,1,-2,0,-1,1,9,4,4,-2,4,1,9,1,4,-2,2,9,0,-3,0,-2,3,1,9,-3,-1,0,-1,-2,9,0,1,4,1,0,1,-2,9,9,3,1,-2,9,0,-1,-2,9,1,1,2,1,2,4,9,4,2,9,9,-3,2,-3,9,3,2,2,0,4,-1,1,-2,-1,0,0,-3,1,-1,9,-3
359,Vianen,249,-2,4,-2,2,-1,9,1,-1,-3,-1,0,1,1,4,4,0,-2,0,-3,9,-1,-2,9,-3,4,1,-1,-2,9,0,1,9,1,1,9,2,1,9,-3,9,-3,-1,4,4,4,4,2,2,4,1,2,0,1,1,9,-2,1,-2,9,1,1,0,1,4,1,1,2,-3,2,0,1,2,3,-2,1,9,1,-1,9,0,-3,-2,1,-3,9,-3,9,4,1,1,1,-2,0,9,1,1,9,0,4,4,9,9,2,2,1,4,-1,2,-2,3,-1,-3,4,1,4,9,9,0,4,9,0,-3
360,Halluin,217,0,1,1,9,-2,9,4,-1,1,-2,9,3,9,1,1,-2,-3,1,3,-2,0,0,9,-3,4,0,9,9,-2,-3,9,-2,0,0,9,4,2,9,-2,-1,1,-3,1,1,0,0,1,-3,0,-3,1,-2,0,1,9,1,3,0,-3,1,2,9,-3,-1,0,0,-3,1,0,9,4,-3,3,1,1,-1,4,9,9,2,9,4,-1,0,0,4,1,9,2,1,-2,2,-2,3,-2,2,1,1,1,0,1,4,1,4,1,4,1,3,1,-2,0,9,0,9,0,9,-3,-1,1,0,1,1
361,Wijk bij Duurstede,225,4,0,4,1,1,4,-2,9,2,2,2,9,4,-1,9,-3,0,1,-2,-1,4,2,9,0,-3,4,-3,-3,9,-3,-2,0,9,9,-2,0,2,1,3,-2,3,9,-1,1,1,-2,4,-2,-3,-2,4,0,9,4,1,9,0,1,9,0,4,-3,2,9,1,9,3,-2,1,0,9,-3,-1,-3,3,2,1,-3,2,4,4,-1,0,-1,-2,1,-2,1,0,4,3,-3,9,0,4,9,2,0,1,9,4,-1,3,-3,4,1,4,2,2,1,1,2,1,1,1,2,0,4,1,0,3,-3
362,Linselles,228,9,1,0,-2,0,-1,2,1,1,9,1,-1,0,3,1,9,-1,1,-3,4,1,2,-1,1,4,-1,1,1,-2,2,9,-1,9,-3,0,1,2,-1,9,3,1,4,2,0,-2,0,1,0,1,-3,0,-1,3,0,1,1,1,9,9,3,3,-3,0,4,3,-2,-1,3,1,0,9,3,3,1,3,0,0,1,1,1,1,0,1,1,9,-2,-2,1,4,3,0,9,3,2,1,4,9,9,1,4,1,1,9,9,9,2,1,1,1,4,0,2,-1,-1,4,-2,0,-2,3,-3,1,1
363,Woerden,205,0,1,4,1,3,1,-3,4,1,0,-2,-3,9,-1,-2,0,2,2,4,4,9,-1,9,-1,-1,4,4,0,1,0,1,2,0,1,9,1,-1,9,1,2,4,9,0,-3,2,0,-2,1,1,0,-2,-2,1,1,1,4,1,9,-1,3,4,1,-1,-2,-2,9,9,-3,1,4,1,-2,4,1,-2,1,-2,0,1,4,2,3,1,-2,-3,1,0,1,-2,9,1,4,1,4,4,4,9,4,4,0,9,9,-1,4,-1,2,-2,9,0,-3,2,-1,0,-2,1,-1,-3,1,0,0,9,1
364,Roncq,199,0,1,9,-3,9,0,-1,4,-2,3,-3,1,-2,0,4,2,-1,-1,3,2,4,-1,2,1,4,4,2,0,9,1,3,0,-2,4,1,1,4,1,2,1,9,4,1,3,0,-1,1,1,0,-3,-3,4,-2,0,1,4,1,-2,-1,0,0,9,0,4,4,3,2,-2,-3,4,-3,-2,-2,0,-1,9,-1,1,9,2,4,9,-3,3,9,3,9,3,0,2,1,-1,-3,2,1,-3,0,1,9,1,3,1,2,9,-3,-3,9,1,3,9,9,1,-3,3,0,3,-1,-1,-3,1,-3,-1
365,Woudenberg,226,4,1,4,1,1,1,4,1,1,4,-1,9,9,1,1,1,0,0,0,0,9,0,-2,-3,-1,0,-1,1,4,1,2,1,4,3,-3,9,-2,9,0,-3,3,9,-3,1,2,3,1,0,2,-3,0,-1,0,2,1,-1,0,1,3,1,-2,-3,1,3,0,-1,-2,9,1,9,-2,3,9,4,3,4,2,9,-2,1,-1,-3,9,-2,4,1,4,-2,1,4,1,1,1,1,1,2,-1,-2,1,2,1,9,-3,1,9,4,9,3,0,1,4,4,0,9,4,9,1,0,0,4,1,-3
366,Neuville-en-Ferrain,179,1,1,4,9,-3,4,-2,1,9,0,-1,0,-2,-2,-3,9,1,1,1,-3,0,0,2,1,-2,3,-2,1,0,1,0,9,9,1,1,9,9,1,-3,4,9,1,4,-2,2,0,-3,-3,2,1,0,9,2,1,-3,-1,1,0,1,4,1,-3,1,1,4,-1,1,0,9,0,9,1,-1,0,1,-3,4,0,1,-1,1,-3,3,9,-1,9,-3,1,-1,1,0,-3,-2,2,0,3,0,1,3,9,1,-3,2,4,-3,4,9,-2,9,4,3,-2,-2,0,9,-2,0,3,3,1,-3,-3
367,Zeist,225,1,0,-1,1,1,0,4,9,1,-2,9,4,-3,4,-2,3,3,-1,9,3,3,-1,1,1,-2,-1,-3,9,3,9,1,3,1,-1,4,1,-3,0,0,1,2,-3,-1,1,9,3,9,1,-3,-1,0,-3,1,2,-2,9,4,-2,4,0,1,9,9,0,9,-1,2,2,-1,2,0,-1,-1,1,9,-3,4,9,4,9,0,4,9,2,3,1,-2,0,2,1,-1,0,-3,2,1,-3,3,2,9,2,0,1,0,9,3,1,1,4,-3,1,0,-1,3,4,4,4,1,-2,0,-3,4,0
368,Mouvaux,173,1,0,0,-2,4,4,4,1,1,1,1,1,0,1,1,3,1,4,0,0,-3,1,0,4,3,9,3,2,1,-2,0,-2,1,1,-2,1,1,0,-1,1,3,-2,9,1,0,9,4,0,-2,1,4,9,4,0,9,-2,-3,1,1,0,0,1,0,3,-3,1,9,1,-3,2,2,3,1,-1,1,1,-2,9,0,-1,-1,-3,3,1,0,1,0,3,-2,4,9,4,-2,0,0,3,-3,4,4,1,-3,-3,0,4,1,0,3,4,-3,1,9,1,-1,-2,4,9,2,0,2,1,4,0
369,Borsele,296,1,4,1,0,2,9,0,4,-3,1,4,0,1,9,-1,4,4,1,-3,4,2,4,-3,0,0,1,3,1,9,4,9,0,1,1,9,1,9,0,9,4,2,-2,-2,2,4,-2,0,1,0,3,1,-2,3,2,3,4,2,3,1,9,9,9,2,3,-1,1,9,0,9,-3,-3,9,2,1,4,0,1,9,-3,9,1,-1,-1,9,-2,-3,1,9,-1,1,-3,1,0,4,1,-3,4,9,1,9,2,4,2,-1,1,3,-1,3,0,0,3,9,9,9,0,4,-2,1,9,1,-1,0
370,Goes,263,4,-1,1,4,-3,3,0,9,4,4,1,9,3,1,0,9,4,4,-2,4,1,0,0,-3,4,3,1,2,0,1,1,2,0,3,4,-1,0,1,4,0,1,9,1,9,1,0,0,3,2,1,-2,1,9,1,9,2,1,3,1,3,1,2,1,0,9,4,9,2,1,0,2,2,0,9,1,-1,9,1,1,2,4,1,-1,3,0,-1,2,4,4,1,1,1,-1,-2,1,-1,1,-1,1,3,1,1,0,1,-2,4,-2,1,0,0,-2,9,1,9,3,1,2,1,9,9,9,-3
371,Wattrelos,230,9,9,1,0,0,1,0,1,9,1,0,-1,9,9,0,0,9,0,1,9,-2,2,3,2,-2,4,4,4,9,1,3,-2,1,2,9,4,4,4,3,1,-1,9,1,9,4,-2,2,9,-3,1,1,0,-3,1,1,0,0,0,1,1,-3,0,3,2,1,1,2,-2,3,9,1,4,0,1,9,2,-2,1,3,2,9,-3,4,4,-2,1,9,1,-3,1,4,1,2,0,-3,-3,-3,0,2,4,4,-3,1,4,-3,0,-2,4,-3,-2,1,0,2,-3,1,9,1,4,1,-3,2,1
372,Hulst,267,4,1,3,1,-1,-2,9,0,3,-2,3,3,4,1,4,-2,9,4,-3,-2,9,1,4,4,1,-1,-2,3,4,-2,1,-3,0,-1,-2,-1,3,9,1,0,2,0,0,4,3,1,1,0,9,-3,4,9,-2,-3,9,1,-1,-1,9,-1,4,-1,4,9,1,1,9,1,9,0,1,3,1,-1,2,4,-2,1,-3,1,1,1,9,4,-2,0,-1,-1,-1,0,1,3,0,3,-1,9,2,-1,3,0,1,-1,4,4,4,9,2,-3,2,9,4,9,2,9,1,4,4,9,3,2,1,9
373,Kapelle,187,-2,0,0,-1,2,-2,9,-2,1,4,1,0,0,4,3,-3,3,3,1,1,1,4,4,1,-3,-1,-1,1,4,2,1,4,4,4,9,-2,4,0,4,-2,1,1,-3,4,9,-1,4,-3,-1,2,-3,0,1,9,0,-2,-1,1,0,1,4,4,0,-3,1,4,-3,3,4,9,9,9,-3,-2,4,9,1,4,4,1,1,4,1,1,3,2,3,-3,-1,9,0,-1,0,1,-2,-2,4,0,4,1,0,2,0,4,0,0,4,0,4,0,0,-3,-2,4,4,2,1,4,1,1,-1,-1
374,Middelburg,267,0,1,4,4,0,2,4,-3,-1,4,1,0,-2,3,3,0,4,4,9,1,-1,1,0,4,0,-3,2,9,9,2,9,-1,-1,-1,9,1,9,9,9,1,4,0,4,9,0,2,9,0,-3,2,3,1,9,9,0,1,1,-2,0,4,2,1,1,9,-3,4,-2,-1,-3,3,-2,1,2,4,4,9,2,1,1,3,0,1,1,1,0,0,1,3,0,0,3,4,1,4,-1,-3,1,4,9,9,1,-3,4,2,4,4,0,0,2,-3,9,1,0,1,4,9,-1,3,0,-3,1,0
375,Noord-Beveland,285,-2,1,-2,9,-2,1,1,0,1,-2,1,4,4,-1,1,0,3,4,-2,4,2,3,0,4,-2,0,0,0,1,9,-1,9,4,9,1,1,9,3,-3,4,3,4,9,4,-3,1,3,1,4,4,9,1,1,-2,0,1,1,9,4,2,9,9,0,1,1,1,9,-3,9,0,0,1,4,-3,9,1,9,9,4,9,4,-3,0,0,3,1,4,2,9,2,2,4,9,4,1,-3,0,-3,3,0,1,3,4,9,-3,9,0,-2,-2,-1,-3,-2,0,9,1,1,3,3,4,3,-1,-1
376,Reimerswaal,317,0,-2,-2,1,4,2,0,9,9,3,-3,3,9,9,-1,4,-2,-2,9,4,9,9,9,9,3,3,0,1,1,3,1,9,4,1,1,4,1,1,0,1,2,9,4,1,4,1,4,-2,4,0,3,2,4,0,3,-1,4,9,2,2,4,9,-3,1,-2,0,-2,-2,9,0,0,1,1,0,1,3,0,4,4,3,9,-2,9,-1,1,1,1,3,0,4,-3,-3,2,0,9,4,1,1,0,2,0,0,2,9,1,1,9,9,-3,1,2,-2,2,1,-1,4,-1,4,9,4,9,9
377,Schouwen-Duiveland,244,-3,4,4,2,4,0,0,0,2,-2,0,3,1,9,9,-3,-3,9,3,4,-1,9,1,2,0,-2,1,-3,2,9,4,-2,9,2,1,4,-2,2,4,2,-1,0,9,2,1,3,3,1,0,4,-3,-3,9,3,9,-2,9,9,1,1,3,1,0,1,-1,-1,1,1,1,1,3,0,0,4,0,-3,-3,1,4,-1,2,1,0,1,4,0,0,9,2,4,1,9,4,1,0,9,-3,1,4,9,-2,0,-1,4,9,4,1,0,-2,9,1,3,1,1,-3,4,4,0,3,-3,1,0
378,Sluis,252,9,4,2,1,0,-3,0,1,0,3,-2,0,0,-1,0,4,9,9,-1,-2,9,2,4,-3,1,-1,9,-2,-2,-3,-3,-3,4,2,-1,0,-2,1,-3,1,9,-2,-2,4,1,1,9,4,1,9,1,2,-3,-1,1,2,-1,0,4,3,1,-3,0,4,9,-1,9,1,1,9,-3,9,9,1,1,2,4,4,9,-1,-1,1,0,9,4,3,1,0,1,-1,2,1,4,-3,1,4,9,9,0,9,-2,1,0,-2,4,1,1,9,9,4,1,2,-2,2,0,1,9,1,4,4,1,1
379,Terneuzen,231,-3,-1,9,0,-3,0,-1,-3,0,2,4,3,9,4,1,0,4,4,0,-3,-2,1,-2,-2,-3,-1,-1,9,2,3,3,4,4,1,3,3,-1,9,4,4,0,9,9,0,9,1,4,-3,0,9,-3,0,-2,1,4,0,1,0,4,-3,1,2,3,3,1,-2,1,9,1,-3,9,4,1,9,1,2,-1,4,0,1,9,-2,-1,0,1,9,4,1,9,-3,9,-2,-3,9,0,4,3,1,3,3,1,9,3,2,1,4,2,-3,1,1,-3,1,1,4,-2,0,0,1,9,1,-3,-3
380,Tholen,256,1,9,4,0,9,-2,4,1,0,-3,-1,1,-1,1,3,4,-2,0,9,1,1,-1,0,0,9,4,4,4,1,-1,2,-2,1,9,9,9,0,-3,2,-1,0,4,1,1,-3,0,3,4,3,0,9,1,3,2,-2,9,1,0,2,0,0,2,4,0,9,9,1,2,4,4,-1,9,4,4,9,0,4,4,4,0,4,-2,1,4,-3,-3,4,9,1,-2,0,-2,0,0,-3,3,4,-3,1,9,9,0,1,1,0,1,0,-2,0,1,1,1,0,3,3,4,4,9,2,3,1,-3
381,Veere,294,4,9,9,1,4,9,0,1,2,4,0,9,9,9,4,1,4,-3,0,3,-2,-2,3,1,-1,3,2,0,-2,9,2,1,1,4,1,3,9,0,-2,4,9,1,-2,0,0,1,9,3,2,9,0,-2,1,-1,9,3,4,3,9,1,0,2,1,9,9,9,3,1,0,0,1,4,0,0,-3,9,-2,1,1,0,2,0,0,1,9,4,9,-1,4,0,2,1,-2,0,-3,0,9,-3,-2,9,1,0,-2,0,4,9,4,-1,1,-1,0,1,2,9,0,1,4,-2,-3,2,0,9
382,Vlissingen,243,-1,2,2,-3,2,-3,1,9,4,0,9,-3,1,-3,-3,0,0,0,-3,-3,1,0,-3,-1,0,-2,9,2,4,-3,3,9,1,1,4,2,9,0,-1,9,-1,-3,1,0,-2,3,1,2,4,1,0,1,9,1,-1,0,1,9,1,9,0,0,3,9,0,-3,9,2,-3,0,9,1,1,-1,3,1,2,4,4,0,-3,9,-1,-2,2,1,0,0,1,9,-3,-2,9,9,-1,4,4,0,1,9,9,4,4,3,4,0,0,9,4,4,-1,1,1,9,2,9,1,-1,4,0,1,1
383,'s-Gravendeel,225,-3,2,3,4,-3,-2,2,-3,-3,0,4,-1,-2,0,-1,-2,-1,0,1,-1,4,9,-1,-2,3,4,-2,1,1,4,3,0,-3,4,-1,2,2,3,4,9,0,9,1,9,-2,9,-1,9,3,9,-2,9,-2,0,-3,1,4,0,9,-1,9,-1,-1,4,1,0,1,4,4,0,4,0,-2,9,0,3,2,1,-3,-3,-3,2,3,1,3,1,1,4,-3,0,4,1,1,4,4,9,4,9,2,4,9,1,1,1,-3,2,2,1,9,0,1,0,4,2,0,9,0,1,1,1,0,1
384,'s-Gravenhage,256,3,4,4,2,4,0,9,0,0,-1,-1,-3,-2,1,2,1,9,1,1,0,1,1,3,1,-1,0,2,0,0,0,9,0,-2,0,-2,3,-1,1,4,4,-3,9,4,-3,-1,-2,1,3,9,3,1,-2,2,1,2,1,0,0,-3,1,0,0,2,-2,1,4,9,2,9,1,0,2,-1,9,1,0,4,3,1,9,9,3,1,-2,9,1,1,1,9,-2,1,1,-2,9,9,1,4,1,4,9,-1,9,9,-1,0,-3,2,4,1,0,2,2,4,4,-2,3,-2,9,9,1,1,4
385,'s-Gravenzande,241,0,-1,0,-2,1,3,4,0,0,-2,1,4,1,-1,2,3,4,-2,1,3,0,-1,4,0,0,4,4,3,3,1,1,0,-2,4,-3,9,1,1,-1,-3,0,3,-3,2,-1,9,9,-2,-3,1,-3,-3,9,0,3,9,-2,0,2,1,1,-2,-2,9,3,0,2,-3,1,0,4,1,-1,0,9,9,0,-2,3,4,2,0,3,0,4,9,1,-2,0,9,4,9,9,3,3,0,-1,1,-3,-1,1,9,4,4,1,-2,2,-2,0,9,9,0,0,-2,4,9,9,0,9,9,4,3
386,Alblasserdam,211,0,-3,-1,3,1,-3,-3,1,1,4,0,0,1,-2,0,0,3,1,-1,1,9,-1,4,3,9,1,1,-2,0,4,0,1,4,0,2,-3,1,1,0,0,9,-1,1,9,3,9,3,1,9,9,-3,4,4,0,1,1,1,1,3,9,3,4,9,-1,9,0,0,3,0,-1,9,-1,-1,4,-3,0,9,2,-3,-3,-2,0,0,1,-3,0,2,1,9,0,1,2,-2,-1,-3,-1,1,2,2,1,3,3,1,3,-3,9,4,4,3,1,3,2,-1,1,2,0,9,-1,4,0,1,4
387,Albrandswaard,297,3,-2,-1,4,2,-1,4,1,2,4,9,9,-1,3,0,-3,4,-3,9,4,3,2,-2,3,0,1,0,9,1,9,9,3,3,1,9,1,4,3,1,1,1,9,0,1,-1,4,4,9,4,4,2,1,9,4,1,4,0,9,-1,9,1,0,-2,9,9,4,-1,-2,-1,2,9,1,4,1,2,1,3,1,0,3,4,2,9,3,-3,2,9,1,1,0,1,-3,-3,0,1,4,9,9,-1,0,4,1,3,-1,3,-3,2,0,9,2,0,0,-1,1,-2,3,-2,1,-2,-3,3,9
388,Alkemade,246,1,-1,1,1,1,-3,-2,9,1,9,3,0,1,0,9,9,-1,1,4,-1,-1,-1,4,3,0,-3,9,-3,4,2,0,0,3,2,2,1,1,-2,0,-2,4,0,9,2,1,4,0,-1,4,1,4,9,0,2,9,3,-3,9,0,1,1,-2,9,-1,-1,1,1,-3,1,1,1,1,1,0,-1,4,-2,9,3,0,0,-3,1,1,1,2,4,9,-1,-1,-1,1,1,9,9,1,9,4,1,1,1,4,0,9,9,4,9,4,2,-3,1,4,-3,-2,4,9,-3,1,2,3,1,0
389,Alphen aan den Rijn,204,0,3,0,4,-1,1,1,-2,3,0,-3,-3,1,4,-3,0,1,0,4,-1,2,4,1,1,1,-1,0,4,2,-3,9,2,1,-2,3,2,0,-2,3,4,0,-2,1,9,9,1,9,-3,9,0,-2,4,3,4,1,0,0,4,-1,4,1,0,0,3,2,1,-2,-3,-3,1,1,0,1,4,9,1,-3,-3,9,3,9,4,9,9,1,3,1,0,9,0,-3,0,1,3,0,-3,-2,2,3,-2,4,1,-2,3,2,-1,-1,4,0,-2,9,1,1,9,0,3,4,9,3,1,0,0
390,Barendrecht,256,1,0,0,9,0,-1,9,4,9,1,3,-2,4,1,9,3,-1,-2,4,-1,0,1,4,1,-3,0,4,4,3,1,-2,9,-2,1,9,4,-3,-3,1,-1,0,-1,0,1,0,-1,9,9,2,-2,2,9,3,1,1,-1,3,3,-1,-1,9,1,9,-1,4,9,0,4,3,1,0,9,-3,1,1,-2,9,3,4,-2,-2,2,0,-2,-1,-1,0,0,1,4,1,9,0,4,2,4,2,-2,9,-2,9,2,1,0,-3,0,9,-3,9,9,1,1,-2,1,9,0,4,0,2,1,4,1
391,Bergambacht,184,0,-3,1,9,-1,0,3,0,3,2,-2,1,0,2,-2,9,9,9,4,-1,-3,3,0,1,-1,-2,3,1,4,2,0,0,0,4,-3,9,9,3,2,4,1,2,0,-3,-1,-3,9,1,0,4,2,3,-3,9,1,0,1,3,1,-3,-3,0,-3,9,1,4,1,4,0,2,0,1,-1,-3,0,4,9,0,3,-1,4,-1,9,0,-1,1,2,1,1,4,9,-1,-3,0,3,1,1,1,-3,9,0,1,-3,3,0,-3,4,0,9,-2,4,-2,1,-2,1,-1,1,-1,4,3,3,-3
392,Bergschenhoek,259,1,4,0,4,2,1,9,-2,-2,4,4,1,-2,-2,3,1,0,0,4,4,0,4,-1,-1,2,3,1,-3,9,0,-2,4,9,9,1,4,-2,1,3,3,1,2,2,9,-1,4,4,-3,0,3,-1,-3,9,1,9,9,1,-1,1,4,4,0,0,1,2,1,-2,2,-3,-2,-1,0,4,1,1,9,0,0,4,9,4,0,3,-1,4,-1,-1,4,0,1,0,-3,9,3,1,9,9,9,4,2,2,1,9,-3,4,1,2,2,9,1,1,-1,1,0,1,0,0,-2,3,1,9,4
393,Berkel en Rodenrijs,287,0,9,9,0,1,9,4,9,-3,4,9,4,4,1,9,4,0,1,0,1,1,1,1,1,1,-3,9,2,-3,1,1,-1,-1,-1,2,4,-1,1,3,9,1,3,0,1,-2,9,0,-2,1,0,0,0,4,1,2,0,9,1,9,1,9,0,-2,-3,9,0,-2,2,0,-3,2,2,3,-3,1,4,9,1,3,3,9,9,9,-3,1,9,0,4,9,1,2,1,4,-3,9,1,0,0,1,0,4,9,-2,4,1,-3,9,2,4,0,-3,-1,1,1,4,4,9,1,4,0,-1,2
394,Bernisse,230,2,9,1,3,0,1,3,2,1,0,3,2,0,2,1,3,1,1,-1,9,0,-1,9,9,2,-1,1,4,1,-1,-3,-1,4,-2,0,-3,1,3,0,3,9,-3,3,0,1,1,-3,9,1,4,1,1,1,-2,-2,0,0,-1,4,4,9,3,4,2,9,0,4,1,1,9,-3,0,-2,2,4,4,1,3,0,0,1,3,0,9,1,-1,2,2,2,0,-1,2,9,0,0,9,0,-1,4,-1,1,4,9,9,-3,1,2,4,4,-2,-3,2,-2,4,-1,1,1,1,9,4,1,-3
395,Binnenmaas,246,-3,9,-2,-3,2,1,1,9,4,4,1,4,1,9,0,1,0,4,2,9,-2,4,4,0,1,9,9,1,0,0,0,3,4,4,1,-3,4,1,1,4,2,-3,9,-2,-2,2,1,-3,4,2,9,-3,4,3,1,9,1,0,0,4,1,0,1,0,4,9,2,4,4,-2,0,4,1,4,0,1,9,0,0,9,1,2,1,3,-1,0,3,0,2,4,3,4,1,2,0,-2,3,-2,-1,1,4,-1,1,0,0,1,1,4,3,0,2,4,-3,9,-1,3,-3,1,3,-2,0,9
396,Bleiswijk,237,2,1,1,2,1,1,9,1,3,2,-1,1,9,1,1,-1,1,0,9,0,1,-2,9,0,9,4,0,9,9,9,3,0,9,3,1,-1,-1,-1,-1,9,0,9,0,4,0,1,1,-1,0,-3,4,3,-2,-3,1,1,4,1,-2,3,2,9,1,-1,-2,1,0,-3,-3,4,0,4,-3,0,2,-3,4,-3,-3,1,-2,4,1,9,1,4,1,1,9,4,0,4,3,1,3,0,1,-1,-3,4,-1,1,-2,0,0,9,-2,4,2,-3,2,-2,0,-1,4,0,9,4,9,9,9,2
397,Bodegraven,248,4,0,9,-1,4,-1,-3,1,-3,1,1,0,3,-1,1,9,0,-1,9,1,9,0,0,1,3,4,-1,1,4,1,-1,4,2,9,-1,-1,-2,0,1,-2,9,-2,1,-2,2,1,-1,1,9,-2,9,3,1,-2,4,2,-2,-3,9,1,1,-1,3,9,0,1,9,4,4,0,9,3,4,1,4,9,2,-3,-3,-2,-3,0,9,9,0,0,9,-1,4,4,-1,1,1,9,9,9,0,9,-1,1,-3,0,-2,1,1,9,-2,4,4,-1,-2,0,-2,0,-2,1,1,1,9,4,4,-1
398,Boskoop,302,4,1,9,9,-3,-1,0,0,3,0,1,1,9,1,4,9,0,9,0,-2,-2,-3,1,1,9,-3,1,3,-1,-3,9,4,-2,9,0,9,1,9,2,3,-3,4,-3,9,1,0,0,-2,-1,2,1,9,2,1,2,-3,4,1,1,9,9,9,1,9,9,1,3,3,1,1,3,-2,9,9,1,9,-3,-3,9,0,-3,-1,0,9,1,-3,3,-2,9,9,9,0,-3,-3,-2,3,0,1,0,0,0,1,0,9,9,2,2,9,-3,4,3,3,1,3,1,0,9,-1,1,4,4,1
399,Brielle,195,4,0,-3,0,2,1,1,1,0,-3,0,-1,-2,0,4,0,0,2,1,0,-3,9,-3,4,1,0,1,0,0,1,0,1,1,0,9,1,-2,9,-2,-1,4,-2,4,2,1,-2,9,4,0,4,-1,1,-1,4,0,1,9,0,-1,-1,9,1,1,4,0,-1,4,2,4,9,2,-3,2,9,3,1,2,1,1,4,-3,-3,4,0,1,-3,9,2,1,1,2,4,-1,-1,3,3,3,9,1,-1,9,2,0,0,-1,-3,-1,0,0,4,9,3,0,0,1,9,9,0,0,-1,0,1
400,Capelle aan den IJssel,183,4,1,0,2,9,4,-3,4,1,-2,-1,-1,-3,-3,1,1,2,1,-3,9,-2,1,-1,1,1,-2,1,-2,4,9,-2,0,9,-3,0,-2,0,0,-3,2,0,3,-2,0,-2,1,4,2,3,1,4,4,-2,-1,-1,1,3,0,4,-2,1,1,4,1,1,9,9,9,-2,1,1,0,1,-1,4,0,-2,1,9,4,9,3,-1,1,0,9,4,0,3,1,-3,2,1,-1,-1,-3,1,0,0,1,4,-2,4,9,4,-2,-2,4,9,0,2,9,4,4,2,2,1,-3,1,0,1,1
401,Cromstrijen,290,0,1,-1,2,1,-3,4,1,4,9,9,1,3,1,9,-1,9,-2,1,-1,4,9,9,1,-3,3,9,0,0,1,1,2,0,1,2,1,-1,-1,1,1,3,-3,0,-1,1,9,0,1,4,1,4,1,4,0,3,-1,0,4,2,0,9,9,1,9,-1,-2,2,0,4,1,2,4,1,4,1,-3,9,1,-3,-1,1,9,-2,-1,4,-2,1,1,-3,-1,9,0,1,1,0,9,9,4,0,4,3,3,9,9,3,1,2,-1,-2,-2,9,0,4,9,1,9,9,-3,-3,2,9,9
