e,name,label,type,x,y,zmin,zmax,zoom,code,link,source,display,admin,country,muni,street,nr,area,pop,
1913,Callas 43,CALLAS 43,shop,4.888011206,52.38217934,9,20,,,callas-43,lp,icon,,nl,place-a,,,1,,
1914,Antonia by Yvette,ANTONIA BY YVETTE,shop,4.887638608,52.37233757,9,20,,,antonia-by-yvette,lp,icon,,nl,place-a,,,1,,
1915,Mike's Bike Tours,MIKE'S BIKE TOURS,activity,4.887634565,52.36396007,9,20,,,mike's-bike-tours,lp,icon,,nl,place-a,,,1,,
1916,Papabubble,PAPABUBBLE,shop,4.887378215,52.3827904,9,20,,,papabubble,lp,icon,,nl,place-a,,,1,,
1917,Koan Float,KOAN FLOAT,activity,4.887312168,52.36980775,9,20,,,koan-float,lp,icon,,nl,place-a,,,1,,
1919,Tiller Galerie,TILLER GALERIE,shop,4.887215887,52.35768621,9,20,,,tiller-galerie,lp,icon,,nl,place-a,,,1,,
1920,Architectuurantiquariat Opbouw,ARCHITECTUURANTIQUARIAT OPBOUW,shop,4.887155577,52.37543437,9,20,,,architectuurantiquariat-opbouw,lp,icon,,nl,place-a,,,1,,
1921,Art & Vine,ART & VINE,shop,4.887053616,52.36600462,9,20,,,art-&-vine,lp,icon,,nl,place-a,,,1,,
1922,Amsterdam Watch Company,AMSTERDAM WATCH COMPANY,shop,4.886537421,52.37241738,9,20,,,amsterdam-watch-company,lp,icon,,nl,place-a,,,1,,
1923,De II Prinsen,DE II PRINSEN,nightspot,4.886534214,52.37770815,9,20,,,de-ii-prinsen,lp,icon,,nl,place-a,,,1,,
1924,Beadies,BEADIES,shop,4.886341095,52.36869518,9,20,,,beadies,lp,icon,,nl,place-a,,,1,,
1925,When Nature Calls,WHEN NATURE CALLS,shop,4.886132578,52.36585545,9,20,,,when-nature-calls,lp,icon,,nl,place-a,,,1,,
1926,Zuiderbad,ZUIDERBAD,activity,4.886048317,52.35845304,9,20,,,zuiderbad,lp,icon,,nl,place-a,,,1,,
1927,De Pizza Bakkers,DE PIZZA BAKKERS,restaurant,4.886018182,52.38346263,9,20,,,de-pizza-bakkers,lp,icon,,nl,place-a,,,1,,
1928,Young Designers United,YOUNG DESIGNERS UNITED,shop,4.885958356,52.36669966,9,20,,,young-designers-united,lp,icon,,nl,place-a,,,1,,
1929,Hj Van de Kerkhof,HJ VAN DE KERKHOF,shop,4.885901542,52.37024787,9,20,,,hj-van-de-kerkhof,lp,icon,,nl,place-a,,,1,,
1930,Your Cup of T,YOUR CUP OF T,shop,4.885842786,52.37867359,9,20,,,your-cup-of-t,lp,icon,,nl,place-a,,,1,,
1931,Goodies,GOODIES,restaurant,4.885816975,52.36873166,9,20,,,goodies,lp,icon,,nl,place-a,,,1,,
1935,Toscanini,TOSCANINI,restaurant,4.885098014,52.38015369,9,20,,,toscanini,lp,icon,,nl,place-a,,,1,,
1936,Spanjer en Van Twist,SPANJER EN VAN TWIST,restaurant,4.884981617,52.37603033,9,20,,,spanjer-en-van-twist,lp,icon,,nl,place-a,,,1,,
1938,Koevoet,KOEVOET,restaurant,4.884966723,52.37957883,9,20,,,koevoet,lp,icon,,nl,place-a,,,1,,
1939,Ook,OOK,shop,4.884928539,52.38394063,9,20,,,ook,lp,icon,,nl,place-a,,,1,,
1940,Pastini,PASTINI,restaurant,4.884894942,52.36645955,9,20,,,pastini,lp,icon,,nl,place-a,,,1,,
1941,Di'Vino Wijnbar,DI'VINO WIJNBAR,poi,4.884705812,52.37911194,9,20,,,di'vino-wijnbar,lp,icon,,nl,place-a,,,1,,
1942,Lindengracht market,LINDENGRACHT MARKET,shop,4.884506037,52.38018902,9,20,,,lindengracht-market,lp,icon,,nl,place-a,,,1,,
1943,Loetje,LOETJE,restaurant,4.884381677,52.35437801,9,20,,,loetje,lp,icon,,nl,place-a,,,1,,
1944,Negen Straatjes,NEGEN STRAATJES,shop,4.884375168,52.37038245,9,20,,,negen-straatjes,lp,icon,,nl,place-a,,,1,,
1945,Rock Archive,ROCK ARCHIVE,shop,4.884340167,52.37644081,9,20,,,rock-archive,lp,icon,,nl,place-a,,,1,,
1946,CoBrA Museum,COBRA MUSEUM,sight,4.884319603,52.35886705,9,20,,,cobra-museum,lp,icon,,nl,place-a,,,1,,
1947,Paradiso,PARADISO,activity,4.884216031,52.36214787,9,20,,,paradiso,lp,icon,,nl,place-a,,,1,,
1948,Bar Barbou,BAR BARBOU,nightspot,4.884168649,52.36926678,9,20,,,bar-barbou,lp,icon,,nl,place-a,,,1,,
1949,Mendo,MENDO,shop,4.884138918,52.37019253,9,20,,,mendo,lp,icon,,nl,place-a,,,1,,
1950,De Kat in de Wijngaert,DE KAT IN DE WIJNGAERT,nightspot,4.884137855,52.38029907,9,20,,,de-kat-in-de-wijngaert,lp,icon,,nl,place-a,,,1,,
1951,Bingo at De Spijker,BINGO AT DE SPIJKER,nightspot,4.883970799,52.36619192,9,20,,,bingo-at-de-spijker,lp,icon,,nl,place-a,,,1,,
1952,Koh-I-Noor,KOH-I-NOOR,restaurant,4.883875975,52.37387347,9,20,,,koh-i-noor,lp,icon,,nl,place-a,,,1,,
1953,Marlies Dekkers,MARLIES DEKKERS,shop,4.883875965,52.37053231,9,20,,,marlies-dekkers,lp,icon,,nl,place-a,,,1,,
1954,Werck,WERCK,restaurant,4.883776903,52.3749049,9,20,,,werck,lp,icon,,nl,place-a,,,1,,
1955,Wok to Walk,WOK TO WALK,restaurant,4.883700246,52.36475413,9,20,,,wok-to-walk,lp,icon,,nl,place-a,,,1,,
1956,La Falote,LA FALOTE,restaurant,4.883665326,52.35223043,9,20,,,la-falote,lp,icon,,nl,place-a,,,1,,
1957,Pancakes!,PANCAKES!,restaurant,4.883484652,52.37048655,9,20,,,pancakes!,lp,icon,,nl,place-a,,,1,,
1958,Envy,ENVY,restaurant,4.883326292,52.37224557,9,20,,,envy,lp,icon,,nl,place-a,,,1,,
1959,Vyne,VYNE,nightspot,4.883271438,52.37128917,9,20,,,vyne,lp,icon,,nl,place-a,,,1,,
1960,Coster Diamonds,COSTER DIAMONDS,shop,4.883225204,52.35958708,9,20,,,coster-diamonds,lp,icon,,nl,place-a,,,1,,
1961,Lab 13,LAB 13,shop,4.883087621,52.38466292,9,20,,,lab-13,lp,icon,,nl,place-a,,,1,,
1962,Max Euwe Centrum,MAX EUWE CENTRUM,sight,4.883004427,52.36247805,9,20,,,max-euwe-centrum,lp,icon,,nl,place-a,,,1,,
1963,Wildschut,WILDSCHUT,nightspot,4.882902503,52.35321623,9,20,,,wildschut,lp,icon,,nl,place-a,,,1,,
1964,Shirdak,SHIRDAK,shop,4.882681987,52.37341632,9,20,,,shirdak,lp,icon,,nl,place-a,,,1,,
1965,Boom Chicago,BOOM CHICAGO,nightspot,4.882478714,52.36462204,9,20,,,boom-chicago,lp,icon,,nl,place-a,,,1,,
1966,De Reiger,DE REIGER,nightspot,4.882414341,52.37576947,9,20,,,de-reiger,lp,icon,,nl,place-a,,,1,,
1967,Mansion,MANSION,nightspot,4.882355269,52.36133328,9,20,,,mansion,lp,icon,,nl,place-a,,,1,,
1968,Broodje Van Kootje,BROODJE VAN KOOTJE,restaurant,4.882342785,52.36459149,9,20,,,broodje-van-kootje,lp,icon,,nl,place-a,,,1,,
1969,Johnny Jordaanplein,JOHNNY JORDAANPLEIN,sight,4.882247791,52.37014159,9,20,,,johnny-jordaanplein,lp,icon,,nl,place-a,,,1,,
1970,G-Spot,G-SPOT,nightspot,4.882197082,52.36636959,9,20,,,g-spot,lp,icon,,nl,place-a,,,1,,
1971,Divan,DIVAN,restaurant,4.882078485,52.37025753,9,20,,,divan,lp,icon,,nl,place-a,,,1,,
1972,Jimmy Woo,JIMMY WOO,restaurant,4.882066666,52.36483382,9,20,,,jimmy-woo,lp,icon,,nl,place-a,,,1,,
1973,Moooi Gallery,MOOOI GALLERY,shop,4.881729079,52.3778679,9,20,,,moooi-gallery,lp,icon,,nl,place-a,,,1,,
1974,Festina Lente,FESTINA LENTE,restaurant,4.881513572,52.36873568,9,20,,,festina-lente,lp,icon,,nl,place-a,,,1,,
1975,Westermarkt,WESTERMARKT,shop,4.881173265,52.37815103,9,20,,,westermarkt,lp,icon,,nl,place-a,,,1,,
1976,Renzo's,RENZO'S,poi,4.881154433,52.3549484,9,20,,,renzo's,lp,icon,,nl,place-a,,,1,,
1977,De Zotte,DE ZOTTE,nightspot,4.880970019,52.3660101,9,20,,,de-zotte,lp,icon,,nl,place-a,,,1,,
1978,Electric Lady Land,ELECTRIC LADY LAND,sight,4.880837234,52.37563389,9,20,,,electric-lady-land,lp,icon,,nl,place-a,,,1,,
1979,Bark,BARK,restaurant,4.880450751,52.35516212,9,20,,,bark,lp,icon,,nl,place-a,,,1,,
1980,Theater Bellevue,THEATER BELLEVUE,nightspot,4.880435544,52.36417796,9,20,,,theater-bellevue,lp,icon,,nl,place-a,,,1,,
1981,Jefferson Hotel,JEFFERSON HOTEL,shop,4.880329614,52.36929941,9,20,,,jefferson-hotel,lp,icon,,nl,place-a,,,1,,
1982,Br.wn Clothes,BR.WN CLOTHES,shop,4.880108648,52.37034085,9,20,,,br.wn-clothes,lp,icon,,nl,place-a,,,1,,
1983,Petsalon,PETSALON,shop,4.879989624,52.37084379,9,20,,,petsalon,lp,icon,,nl,place-a,,,1,,
1985,Balthazar's Keuken,BALTHAZAR'S KEUKEN,poi,4.879817753,52.36945867,9,20,,,balthazar's-keuken,lp,icon,,nl,place-a,,,1,,
1986,Stedelijk Museum,STEDELIJK MUSEUM,sight,4.879758954,52.35801283,9,20,,,stedelijk-museum,lp,icon,,nl,place-a,,,1,,
1987,Atelier Elandsgracht 89,ATELIER ELANDSGRACHT 89,shop,4.879610975,52.36895564,9,20,,,atelier-elandsgracht-89,lp,icon,,nl,place-a,,,1,,
1988,Fotografia,FOTOGRAFIA,shop,4.879272659,52.37123624,9,20,,,fotografia,lp,icon,,nl,place-a,,,1,,
1989,Broekmans & Van Poppel,BROEKMANS & VAN POPPEL,shop,4.879175819,52.35691534,9,20,,,broekmans-&-van-poppel,lp,icon,,nl,place-a,,,1,,
1990,De Drie Hendricken,DE DRIE HENDRICKEN,sight,4.879142171,52.37415344,9,20,,,de-drie-hendricken,lp,icon,,nl,place-a,,,1,,
1991,De Looier antiques market,DE LOOIER ANTIQUES MARKET,shop,4.879083304,52.36873254,9,20,,,de-looier-antiques-market,lp,icon,,nl,place-a,,,1,,
1992,Mercan,MERCAN,restaurant,4.878933761,52.37307717,9,20,,,mercan,lp,icon,,nl,place-a,,,1,,
1993,Sanementereng,SANEMENTERENG,nightspot,4.878896944,52.37194552,9,20,,,sanementereng,lp,icon,,nl,place-a,,,1,,
1994,Het Marnix,HET MARNIX,activity,4.878628772,52.37832646,9,20,,,het-marnix,lp,icon,,nl,place-a,,,1,,
1995,Struik,STRUIK,nightspot,4.878280502,52.3729171,9,20,,,struik,lp,icon,,nl,place-a,,,1,,
1996,SPRMRKT,SPRMRKT,shop,4.878016441,52.37255703,9,20,,,sprmrkt,lp,icon,,nl,place-a,,,1,,
1997,Oilily,OILILY,shop,4.877997277,52.35937561,9,20,,,oilily,lp,icon,,nl,place-a,,,1,,
1998,Blue Pepper,BLUE PEPPER,restaurant,4.877896938,52.36595268,9,20,,,blue-pepper,lp,icon,,nl,place-a,,,1,,
1999,Neef Louis Design,NEEF LOUIS DESIGN,shop,4.877685211,52.39286235,9,20,,,neef-louis-design,lp,icon,,nl,place-a,,,1,,
2000,Welling,WELLING,nightspot,4.877395654,52.3559771,9,20,,,welling,lp,icon,,nl,place-a,,,1,,
2001,De Winkel Van Nijntje,DE WINKEL VAN NIJNTJE,shop,4.877221627,52.34735361,9,20,,,de-winkel-van-nijntje,lp,icon,,nl,place-a,,,1,,
2002,Hammam,HAMMAM,sight,4.876675905,52.38898282,9,20,,,hammam,lp,icon,,nl,place-a,,,1,,
2003,Hap Hmm,HAP HMM,restaurant,4.876470824,52.36366057,9,20,,,hap-hmm,lp,icon,,nl,place-a,,,1,,
2004,Vondelpark,VONDELPARK,sight,4.876356578,52.36003383,9,20,,,vondelpark,lp,icon,,nl,place-a,,,1,,
2006,Filmmuseum,FILMMUSEUM,sight,4.875072919,52.36106073,9,20,,,filmmuseum-place-a,lp,icon,,nl,place-a,,,1,,
2007,Filmmuseum,FILMMUSEUM,sight,4.875072918,52.36106106,9,20,,,filmmuseum-place-b,lp,icon,,nl,place-a,,,1,,
2008,Overtoom Groente en Fruit,OVERTOOM GROENTE EN FRUIT,restaurant,4.873398266,52.36198024,9,20,,,overtoom-groente-en-fruit,lp,icon,,nl,place-a,,,1,,
2009,De Nieuwe Anita,DE NIEUWE ANITA,nightspot,4.873064137,52.37403228,9,20,,,de-nieuwe-anita,lp,icon,,nl,place-a,,,1,,
2010,Riaz,RIAZ,restaurant,4.872901668,52.3667884,9,20,,,riaz,lp,icon,,nl,place-a,,,1,,
2011,De Kunstfabriek,DE KUNSTFABRIEK,shop,4.871928208,52.38675616,9,20,,,de-kunstfabriek,lp,icon,,nl,place-a,,,1,,
2012,Westergasterras,WESTERGASTERRAS,nightspot,4.870004286,52.38682082,9,20,,,westergasterras,lp,icon,,nl,place-a,,,1,,
2013,Zout & Co,ZOUT & CO,shop,4.869878636,52.36837828,9,20,,,zout-&-co,lp,icon,,nl,place-a,,,1,,
2014,Filmhuis Cavia,FILMHUIS CAVIA,nightspot,4.867730366,52.38226557,9,20,,,filmhuis-cavia,lp,icon,,nl,place-a,,,1,,
2015,De Peper,DE PEPER,restaurant,4.865881531,52.36016354,9,20,,,de-peper,lp,icon,,nl,place-a,,,1,,
2016,OT301,OT301,poi,4.865722516,52.36013425,9,20,,,ot301,lp,icon,,nl,place-a,,,1,,
2017,Amsterdamse Bos,AMSTERDAMSE BOS,sight,4.856235981,52.32798292,9,20,,,amsterdamse-bos,lp,icon,,nl,place-a,,,1,,
2018,Occii,OCCII,sight,4.855539982,52.35426394,9,20,,,occii-place-a,lp,icon,,nl,place-a,,,1,,
2019,Occii,OCCII,sight,4.855539982,52.35426394,9,20,,,occii-place-b,lp,icon,,nl,place-a,,,1,,
2020,Olympic Stadium,OLYMPIC STADIUM,sight,4.855389421,52.34266106,9,20,,,olympic-stadium,lp,icon,,nl,place-a,,,1,,
2022,Vakzuid,VAKZUID,nightspot,4.854991436,52.34235315,9,20,,,vakzuid,lp,icon,,nl,place-a,,,1,,
2023,Sloterparkbad,SLOTERPARKBAD,activity,4.812537092,52.3660964,9,20,,,sloterparkbad,lp,icon,,nl,place-a,,,1,,
2024,Statue of Laurens Coster,STATUE OF LAURENS COSTER,sight,4.636541605,52.38148703,9,20,,,statue-of-laurens-coster,lp,icon,,nl,place-a,,,1,,
2025,Nas Brasas,NAS BRASAS,restaurant,4.635887146,52.38405412,9,20,,,nas-brasas,lp,icon,,nl,place-a,,,1,,
2026,Locus Publicus,LOCUS PUBLICUS,nightspot,4.497327912,51.9232082,9,20,,,locus-publicus-place-b,lp,icon,,nl,place-a,,,1,,
2027,Mayflower Bookshop,MAYFLOWER BOOKSHOP,shop,4.496038229,52.15582448,9,20,,,mayflower-bookshop,lp,icon,,nl,place-a,,,1,,
2028,St Pancraskerk,ST PANCRASKERK,sight,4.494221743,52.15806136,9,20,,,st-pancraskerk,lp,icon,,nl,place-a,,,1,,
2030,Weimar,WEIMAR,restaurant,4.492925587,51.91972684,9,20,,,weimar,lp,icon,,nl,place-a,,,1,,
2031,Brasserie Het Koetshuis,BRASSERIE HET KOETSHUIS,restaurant,4.492889759,52.15899945,9,20,,,brasserie-het-koetshuis,lp,icon,,nl,place-a,,,1,,
2032,De Burcht,DE BURCHT,sight,4.492458029,52.15903699,9,20,,,de-burcht,lp,icon,,nl,place-a,,,1,,
2033,Annie's,ANNIE'S,poi,4.491317649,52.15942351,9,20,,,annie's,lp,icon,,nl,place-a,,,1,,
2034,Show Cube,SHOW CUBE,sight,4.491239899,51.92020591,9,20,,,show-cube,lp,icon,,nl,place-a,,,1,,
2035,Mangerie De Jonge Koekop,MANGERIE DE JONGE KOEKOP,restaurant,4.490632509,52.16166831,9,20,,,mangerie-de-jonge-koekop,lp,icon,,nl,place-a,,,1,,
2036,Marekerk,MAREKERK,sight,4.490584676,52.16205106,9,20,,,marekerk,lp,icon,,nl,place-a,,,1,,
2037,De Brasserie de Engelenbak,DE BRASSERIE DE ENGELENBAK,restaurant,4.490375222,52.16230497,9,20,,,de-brasserie-de-engelenbak,lp,icon,,nl,place-a,,,1,,
2038,LVC,LVC,nightspot,4.489209916,52.15942114,9,20,,,lvc,lp,icon,,nl,place-a,,,1,,
2039,Museum Boerhaave,MUSEUM BOERHAAVE,sight,4.489030838,52.16144179,9,20,,,museum-boerhaave,lp,icon,,nl,place-a,,,1,,
2041,Latin School,LATIN SCHOOL,sight,4.487386277,52.15853257,9,20,,,latin-school,lp,icon,,nl,place-a,,,1,,
2042,Blaak Market,BLAAK MARKET,shop,4.486998743,51.92038191,9,20,,,blaak-market,lp,icon,,nl,place-a,,,1,,
2043,La Cloche,LA CLOCHE,restaurant,4.486812628,52.1569332,9,20,,,la-cloche,lp,icon,,nl,place-a,,,1,,
2044,Rijksmuseum van Oudheden,RIJKSMUSEUM VAN OUDHEDEN,sight,4.485565424,52.15849977,9,20,,,rijksmuseum-van-oudheden,lp,icon,,nl,place-a,,,1,,
2045,Hortus Botanicus,HORTUS BOTANICUS,sight,4.485264419,52.15739647,9,20,,,hortus-botanicus-place-b,lp,icon,,nl,place-a,,,1,,
2046,Museum Volkenkunde,MUSEUM VOLKENKUNDE,sight,4.484271335,52.16369885,9,20,,,museum-volkenkunde,lp,icon,,nl,place-a,,,1,,
2047,Surakarta,SURAKARTA,restaurant,4.484132762,52.16007428,9,20,,,surakarta,lp,icon,,nl,place-a,,,1,,
2048,Spido,SPIDO,activity,4.482829684,51.9098231,9,20,,,spido,lp,icon,,nl,place-a,,,1,,
2049,Dudok,DUDOK,restaurant,4.482550621,51.92196505,9,20,,,dudok,lp,icon,,nl,place-a,,,1,,
2050,Haven Museum,HAVEN MUSEUM,sight,4.482424259,51.91517754,9,20,,,haven-museum,lp,icon,,nl,place-a,,,1,,
2051,Botenverhuur 't Galgewater,BOTENVERHUUR 'T GALGEWATER,poi,4.482113421,52.16082313,9,20,,,botenverhuur-'t-galgewater,lp,icon,,nl,place-a,,,1,,
2052,Bagel Bakery,BAGEL BAKERY,restaurant,4.481027175,51.91653592,9,20,,,bagel-bakery,lp,icon,,nl,place-a,,,1,,
2053,Maoz,MAOZ,restaurant,4.478879802,51.92145206,9,20,,,maoz-place-a,lp,icon,,nl,place-a,,,1,,
2054,Bagels & Beans,BAGELS & BEANS,restaurant,4.478703222,51.91849495,9,20,,,bagels-&-beans-place-b,lp,icon,,nl,place-a,,,1,,
2055,Selexyz & Donner,SELEXYZ & DONNER,shop,4.478504643,51.91844044,9,20,,,selexyz-&-donner,lp,icon,,nl,place-a,,,1,,
2056,Abacanto,ABACANTO,restaurant,4.477305213,51.91083533,9,20,,,abacanto,lp,icon,,nl,place-a,,,1,,
2057,Zinc,ZINC,restaurant,4.477201431,51.90680102,9,20,,,zinc,lp,icon,,nl,place-a,,,1,,
2058,Tuin Schoonoord,TUIN SCHOONOORD,sight,4.472536852,51.90904034,9,20,,,tuin-schoonoord,lp,icon,,nl,place-a,,,1,,
2059,Huis Sonneveld,HUIS SONNEVELD,sight,4.472315345,51.91549123,9,20,,,huis-sonneveld,lp,icon,,nl,place-a,,,1,,
2060,De Unie,DE UNIE,nightspot,4.472302801,51.92028894,9,20,,,de-unie,lp,icon,,nl,place-a,,,1,,
2061,Bootleg DJ Cafe,BOOTLEG DJ CAFE,nightspot,4.472285404,51.92033608,9,20,,,bootleg-dj-cafe,lp,icon,,nl,place-a,,,1,,
2063,Toko Konfa,TOKO KONFA,restaurant,4.469921609,51.92082492,9,20,,,toko-konfa,lp,icon,,nl,place-a,,,1,,
2064,Lantaren/Venster,LANTAREN/VENSTER,nightspot,4.468807661,51.91712383,9,20,,,lantaren-venster,lp,icon,,nl,place-a,,,1,,
2065,Pluto,PLUTO,shop,4.468694412,51.91588592,9,20,,,pluto,lp,icon,,nl,place-a,,,1,,
2066,Euromast,EUROMAST,sight,4.466779232,51.90514852,9,20,,,euromast,lp,icon,,nl,place-a,,,1,,
2067,Westerpaviljoen,WESTERPAVILJOEN,restaurant,4.466295388,51.91492378,9,20,,,westerpaviljoen,lp,icon,,nl,place-a,,,1,,
2068,De Pannenkoekenboot,DE PANNENKOEKENBOOT,restaurant,4.465691555,51.90474658,9,20,,,de-pannenkoekenboot,lp,icon,,nl,place-a,,,1,,
2069,RailZ Miniworld,RAILZ MINIWORLD,sight,4.464808069,51.92301862,9,20,,,railz-miniworld,lp,icon,,nl,place-a,,,1,,
2070,Worm,WORM,nightspot,4.450486932,51.90600454,9,20,,,worm,lp,icon,,nl,place-a,,,1,,
2071,Het Eethuisje,HET EETHUISJE,restaurant,4.448601288,51.91014984,9,20,,,het-eethuisje,lp,icon,,nl,place-a,,,1,,
2072,t Walletje,T WALLETJE,poi,4.360795461,52.01092508,9,20,,,t-walletje,lp,icon,,nl,place-a,,,1,,
2073,Vermeer Centre Delft,VERMEER CENTRE DELFT,sight,4.359322589,52.01236182,9,20,,,vermeer-centre-delft,lp,icon,,nl,place-a,,,1,,
2074,Filmhuis Lumen,FILMHUIS LUMEN,nightspot,4.359061718,52.0141949,9,20,,,filmhuis-lumen,lp,icon,,nl,place-a,,,1,,
2076,Canal Boat Tour,CANAL BOAT TOUR,activity,4.358862904,52.00985988,9,20,,,canal-boat-tour,lp,icon,,nl,place-a,,,1,,
2077,De Visbanken,DE VISBANKEN,restaurant,4.357750136,52.01172954,9,20,,,de-visbanken,lp,icon,,nl,place-a,,,1,,
2078,Cafe de Oude Jan,CAFE DE OUDE JAN,nightspot,4.357385283,52.01273228,9,20,,,cafe-de-oude-jan,lp,icon,,nl,place-a,,,1,,
2079,La Vieux Jean,LA VIEUX JEAN,restaurant,4.356257374,52.0123132,9,20,,,la-vieux-jean,lp,icon,,nl,place-a,,,1,,
2080,Museum Nusantara,MUSEUM NUSANTARA,sight,4.354602544,52.01213001,9,20,,,museum-nusantara,lp,icon,,nl,place-a,,,1,,
2081,Museum Lambert van Meerten,MUSEUM LAMBERT VAN MEERTEN,sight,4.354480505,52.01303932,9,20,,,museum-lambert-van-meerten,lp,icon,,nl,place-a,,,1,,
2082,De Ooievaart,DE OOIEVAART,activity,4.316974642,52.07423456,9,20,,,de-ooievaart,lp,icon,,nl,place-a,,,1,,
2083,Cafe Hathor,CAFE HATHOR,nightspot,4.313953797,52.08480103,9,20,,,cafe-hathor,lp,icon,,nl,place-a,,,1,,
2084,Traditional Market,TRADITIONAL MARKET,restaurant,4.313522256,52.07844729,9,20,,,traditional-market,lp,icon,,nl,place-a,,,1,,
2085,Les Ombrellas,LES OMBRELLAS,restaurant,4.313439713,52.0850058,9,20,,,les-ombrellas,lp,icon,,nl,place-a,,,1,,
2086,Garoeda,GAROEDA,restaurant,4.308886726,52.08097732,9,20,,,garoeda,lp,icon,,nl,place-a,,,1,,
2087,Stanley & Livingstone,STANLEY & LIVINGSTONE,shop,4.308008711,52.0764994,9,20,,,stanley-&-livingstone,lp,icon,,nl,place-a,,,1,,
2088,Coffee @ Company,COFFEE @ COMPANY,restaurant,4.307673367,52.080397,9,20,,,coffee-@-company,lp,icon,,nl,place-a,,,1,,
2090,Zebedea's,ZEBEDEA'S,poi,4.307292387,52.07730915,9,20,,,zebedea's,lp,icon,,nl,place-a,,,1,,
2091,Pussy Deluxe Store,PUSSY DELUXE STORE,shop,4.305382071,52.0787469,9,20,,,pussy-deluxe-store,lp,icon,,nl,place-a,,,1,,
2092,Photography Museum,PHOTOGRAPHY MUSEUM,sight,4.275136466,52.10993888,9,20,,,photography-museum,lp,icon,,nl,place-a,,,1,,
2093,Beachclub Doen,BEACHCLUB DOEN,nightspot,4.274917055,52.10981617,9,20,,,beachclub-doen,lp,icon,,nl,place-a,,,1,,
2094,Puur! Natural Food,PUUR! NATURAL FOOD,restaurant,6.56437397,53.21585024,9,20,,,puur!-natural-food,lp,icon,,nl,place-a,,,1,,
2095,JC Creations,JC CREATIONS,shop,4.94124768,52.37350137,9,20,,,jc-creations,lp,icon,,nl,place-a,,,1,,
2096,Wertheimpark,WERTHEIMPARK,sight,4.90822035,52.36754663,9,20,,,wertheimpark,lp,icon,,nl,place-a,,,1,,
2097,La Rive,LA RIVE,restaurant,4.90500561,52.35982925,9,20,,,la-rive,lp,icon,,nl,place-a,,,1,,
2098,TunFun,TUNFUN,activity,4.90426898,52.36792218,9,20,,,tunfun,lp,icon,,nl,place-a,,,1,,
2099,Yo-Yo,YO-YO,nightspot,4.90317138,52.35638758,9,20,,,yo-yo,lp,icon,,nl,place-a,,,1,,
2100,Centraal Station,CENTRAAL STATION,sight,4.89979841,52.37892404,9,20,,,centraal-station,lp,icon,,nl,place-a,,,1,,
2101,Yellow Bike Tours,YELLOW BIKE TOURS,activity,4.89979616,52.37027699,9,20,,,yellow-bike-tours,lp,icon,,nl,place-a,,,1,,
2102,Szmulewicz,SZMULEWICZ,restaurant,4.89725489,52.36678846,9,20,,,szmulewicz,lp,icon,,nl,place-a,,,1,,
2103,Sarphatipark,SARPHATIPARK,sight,4.89598131,52.35435244,9,20,,,sarphatipark,lp,icon,,nl,place-a,,,1,,
2104,Op de Tuin,OP DE TUIN,restaurant,4.89545972,52.3515496,9,20,,,op-de-tuin,lp,icon,,nl,place-a,,,1,,
2105,Mono,MONO,shop,4.89382144,52.37969064,9,20,,,mono,lp,icon,,nl,place-a,,,1,,
2106,Maoz,MAOZ,restaurant,4.89371908,52.36704197,9,20,,,maoz-place-b,lp,icon,,nl,place-a,,,1,,
2107,Ristorante D'antica,RISTORANTE D'ANTICA,poi,4.89368047,52.36586992,9,20,,,ristorante-d'antica,lp,icon,,nl,place-a,,,1,,
2108,Rituals,RITUALS,shop,4.89164114,52.37026079,9,20,,,rituals,lp,icon,,nl,place-a,,,1,,
2109,Koninklijk Paleis,KONINKLIJK PALEIS,sight,4.89143865,52.37317404,9,20,,,koninklijk-paleis,lp,icon,,nl,place-a,,,1,,
2110,Soho,SOHO,nightspot,4.89113471,52.36624414,9,20,,,soho,lp,icon,,nl,place-a,,,1,,
2111,Magic Mushroom Gallery,MAGIC MUSHROOM GALLERY,shop,4.88938272,52.37087654,9,20,,,magic-mushroom-gallery,lp,icon,,nl,place-a,,,1,,
2112,Athenaeum,ATHENAEUM,nightspot,4.88927006,52.36895286,9,20,,,athenaeum,lp,icon,,nl,place-a,,,1,,
2113,Orange Bike,ORANGE BIKE,activity,4.88904962,52.37241088,9,20,,,orange-bike,lp,icon,,nl,place-a,,,1,,
2114,Foodism,FOODISM,restaurant,4.88870278,52.37471495,9,20,,,foodism,lp,icon,,nl,place-a,,,1,,
2115,Heuvel,HEUVEL,nightspot,4.88805589,52.36248278,9,20,,,heuvel,lp,icon,,nl,place-a,,,1,,
2116,Shoebaloo,SHOEBALOO,shop,4.88758564,52.366743,9,20,,,shoebaloo,lp,icon,,nl,place-a,,,1,,
2117,Cellarrich,CELLARRICH,shop,4.88672994,52.38303435,9,20,,,cellarrich,lp,icon,,nl,place-a,,,1,,
2118,Marius,MARIUS,restaurant,4.88644172,52.38858006,9,20,,,marius,lp,icon,,nl,place-a,,,1,,
2120,Van Ravenstein,VAN RAVENSTEIN,shop,4.88509655,52.36873613,9,20,,,van-ravenstein,lp,icon,,nl,place-a,,,1,,
2121,Minibar,MINIBAR,nightspot,4.88476145,52.36456629,9,20,,,minibar,lp,icon,,nl,place-a,,,1,,
