e,name,sum,Good food,Music,Live music,Outdoor exercise,Swimming,Food,Much food,Burgers,Fast Food,Midnight service,Service,Types of food,Conscious food,Snacks,Crowdedness,Ingredients,Bacon,Grapes,Ham,Dishes,Hash browns,Hiking,Internet,Drinks,Coffee,Atmosphere,Kitchens,Indian kitchen,Romantic atmosphere,Market,Culture,Art,History,Architecture,Experience,Thrill,Local culture,Local people,Walking,Relaxing,Outdoor,Picnics,Chips,Craftmanship,Alcoholic drinks,Modern art,Traditional local culture,Fun,Animals,Dolphins,Adventure,Going out,Vegetarian food,Healthy food,Good drinks,Cocktails,Dancing,Cheap,Museums,Beer,Outdoor food,Pub food,Squalor,Scottish food,Italian food,Pizzas,Shopping,Souvenirs,Authentic souvenirs,Beautiful experience,Beautiful view,Convenience,Comfort,Comfortable seats,Nature,Peaceful atmosphere,Driving,Driving a boat,Fruit,Meat,Ice cream,Local food,Vegetables,Cinema,Arthouse films,Train rides,Weddings,Bagles,Non-alcoholic drinks,Chocolate drinks,Paninis,Social atmosphere,Cheesecakes,Purchasing art,Waterfalls,Fishing,Fly fishing,Late night service,Spas,Wine,Body art,Tattoos,Piercings,Jazz,Blues,Sea views,Quiet atmosphere,Gardens,Cider,Excitement,Massage,Beautiful sights,Cycling,Mountain biking
215,Andijk,221,4,4,1,0,-2,-1,4,9,9,-1,-1,9,4,9,2,1,9,0,-2,4,3,2,1,1,-3,1,1,4,2,9,-1,4,9,2,-1,0,-3,1,1,9,1,2,-2,0,1,-3,0,0,2,2,9,2,0,1,9,1,-1,2,1,1,-3,1,-1,2,-2,4,1,9,-3,9,1,9,1,0,-1,4,-2,9,1,1,9,4,1,3,1,-1,1,0,1,0,0,-2,1,-3,-2,-3,1,2,0,1,-3,0,9,4,9,9,3,1,0,-1,1,1,1,1
216,Anna Paulowna,307,2,0,2,-1,0,9,9,1,9,2,1,9,0,4,0,0,-1,9,1,-2,4,3,4,9,4,-1,1,3,1,0,4,4,9,0,1,0,9,0,9,1,-3,4,4,9,4,4,3,4,4,3,9,0,1,0,9,1,0,1,1,9,1,0,0,4,-1,1,1,1,3,9,-3,-1,9,9,2,9,1,1,-1,9,1,-3,1,-1,0,4,9,3,0,1,9,3,0,0,1,-3,3,9,4,9,4,-3,9,-2,0,1,1,4,0,4,-3,1,0,1
217,Beemster,221,9,0,-1,2,-2,9,0,0,-1,2,3,1,9,-3,3,4,-3,1,9,1,-1,4,-1,1,4,9,9,1,3,1,3,1,-2,4,2,4,1,-2,0,-3,-2,3,9,1,-1,9,0,1,9,1,-1,4,1,-1,4,-1,4,2,4,2,-3,-3,9,1,-2,9,1,9,3,-2,0,-3,0,9,0,-3,4,1,9,1,1,9,4,-1,9,2,4,2,-3,9,1,0,-3,-3,1,9,0,2,1,-1,0,1,1,1,0,0,-2,4,1,-2,3,0,1,1
218,Frelinghien,238,-1,4,1,4,9,1,1,9,4,-2,1,9,2,1,0,-2,9,1,9,4,3,-3,9,0,4,0,3,1,-3,0,4,1,0,3,-1,1,3,9,-3,1,2,1,-1,9,1,0,1,9,4,-3,-2,1,-1,0,1,-1,-1,4,3,4,1,9,-3,-1,2,4,1,1,1,4,4,0,1,-3,9,1,3,0,2,1,-1,1,1,1,4,0,4,1,0,-1,-3,-1,3,1,-2,-2,-1,9,4,3,9,4,4,1,4,9,9,0,9,-1,4,1,0,0
219,Bennebroek,281,2,-3,0,9,1,1,9,4,4,4,1,4,4,2,-3,-2,-1,4,-3,-3,9,9,0,0,2,9,9,0,1,4,-2,9,1,4,1,0,-2,9,4,0,-1,-1,1,-1,1,4,3,1,-2,-1,1,4,4,-3,9,-3,3,0,9,-1,-3,-2,-1,9,1,4,-2,9,3,9,9,1,0,1,4,-1,3,9,9,0,9,9,4,1,-2,-1,4,4,1,4,0,-3,9,4,0,1,9,4,-2,-1,-1,3,9,3,9,4,1,1,-1,1,2,-1,4,3
220,Houplines,263,1,9,0,4,-3,-3,4,-3,-3,9,2,0,0,3,9,-1,3,-2,2,9,0,3,2,0,4,0,1,9,4,4,4,-1,2,-3,1,4,4,4,-2,-2,-2,1,4,-1,9,1,4,-1,-2,0,4,9,1,9,9,4,9,9,9,4,0,9,3,1,-1,2,1,4,-1,2,2,0,3,3,9,9,2,3,-3,1,9,4,-1,1,3,-2,0,-2,9,4,4,1,-3,0,-3,-2,4,2,3,9,-3,1,-3,0,-2,9,-2,2,4,-2,4,9,1,-2
221,Bergen,238,0,1,1,9,0,-2,4,1,1,-3,1,-1,9,-1,4,0,2,1,0,3,3,0,9,9,4,-3,2,4,-3,9,-1,1,-3,1,0,2,-1,4,1,9,4,4,2,-1,0,0,0,3,0,9,0,9,-2,0,0,-2,-1,0,4,3,1,4,1,9,1,1,-1,1,-2,2,1,4,1,4,4,-2,1,3,-1,1,9,0,4,4,1,4,9,1,-3,1,1,-1,9,9,1,0,1,-1,2,1,9,0,1,9,1,4,0,0,9,1,4,1,1,4
222,La Chapelle,202,0,1,9,0,3,1,-1,1,9,4,0,4,1,0,4,-2,9,-1,1,0,0,3,9,9,-3,1,-2,0,-1,0,1,4,1,0,0,4,1,3,-3,2,4,4,3,4,1,1,9,1,-3,9,3,1,-3,-3,4,3,-2,1,9,1,4,4,9,0,3,2,1,1,0,-2,0,-2,9,1,1,4,3,-2,4,0,-2,3,9,-1,0,1,4,1,4,4,4,4,-3,0,3,9,0,1,0,2,1,4,0,1,-2,-2,1,-2,3,-3,2,-1,1,-3
223,Beverwijk,232,2,-1,4,0,9,0,1,9,3,9,9,-2,2,0,0,2,4,0,0,1,1,2,0,1,9,9,4,0,9,9,4,0,1,3,-2,1,4,0,9,-2,-2,3,4,1,2,-2,9,4,-3,9,9,-1,0,1,1,3,2,1,1,0,-3,4,0,9,-3,-1,3,0,-1,0,-2,-2,-1,1,1,1,1,1,0,4,-2,9,0,-3,1,1,-2,-3,1,3,1,2,0,0,1,0,4,9,4,4,3,9,3,-1,4,2,-3,0,4,1,4,1,3,4
224,P,213,9,0,4,2,1,0,4,-3,1,-2,3,-2,-3,1,0,4,9,-3,4,-1,2,0,-3,1,1,3,1,0,-3,0,9,9,1,9,2,1,-1,-1,9,9,2,0,4,-2,-2,1,1,3,4,9,4,9,3,9,-3,0,1,-3,1,4,0,4,0,-2,1,4,1,-3,3,-1,1,0,-2,1,1,0,-2,1,1,9,-1,-3,9,-2,1,9,1,9,9,0,2,0,1,-1,-1,1,9,-1,2,-3,-1,2,9,1,-1,-1,1,9,0,4,4,4,1,1
225,Blaricum,212,4,0,9,1,1,1,1,-1,9,1,-2,4,1,9,0,1,2,4,1,0,9,0,2,4,-1,3,9,0,0,1,0,0,2,4,1,4,9,-2,1,-2,0,1,1,0,4,2,9,0,1,9,1,-2,4,-3,4,0,1,-2,0,9,1,2,1,-2,1,1,3,-2,3,-2,0,-1,-3,3,9,9,0,1,9,-3,0,4,1,1,1,3,-1,-3,0,1,0,2,-1,0,4,1,-1,0,1,1,0,9,4,9,9,0,1,1,1,-2,1,1,4,1
226,Bloemendaal,227,1,1,3,-2,1,-1,1,1,-3,0,1,2,1,9,4,4,1,-3,1,4,3,4,-3,0,9,0,9,4,1,0,1,1,4,-1,-3,2,-3,2,4,-1,1,-1,3,-1,0,-2,0,1,3,4,-3,-3,9,9,4,9,4,3,1,3,2,9,1,2,0,1,3,1,1,1,-1,2,3,4,4,0,-3,-1,2,0,9,0,4,0,1,9,0,4,1,-1,4,1,2,4,1,9,0,1,1,9,4,1,1,3,2,0,1,9,4,0,4,4,1,0
227,Bussum,234,9,0,4,-2,9,0,-3,2,2,-1,1,4,9,4,1,1,4,9,1,2,4,9,1,9,1,3,-1,-3,1,-1,-3,4,0,-3,4,-1,0,2,2,-2,4,2,1,1,-2,-1,-3,3,1,-3,0,1,0,1,9,4,3,0,2,-1,-3,1,-2,3,-3,-3,9,2,1,-2,0,9,-1,1,9,-3,1,-3,9,4,4,2,9,0,4,4,1,2,4,3,9,9,9,3,-3,1,3,4,3,3,2,1,1,-3,0,0,2,3,-1,3,9,9,1,0
228,Castricum,225,3,0,-2,1,1,3,-2,1,4,3,-1,1,1,9,-1,1,1,-1,1,9,0,3,3,-3,-2,3,0,-3,3,2,9,1,-3,9,1,9,4,-3,1,2,4,4,-2,9,0,9,2,4,3,-2,-2,1,4,9,9,1,0,2,2,0,1,9,-3,-2,4,0,-3,9,2,2,3,1,0,9,0,1,2,9,2,1,-1,-3,4,2,1,1,-3,1,-1,-1,2,9,4,2,9,4,2,-3,3,4,-1,1,1,4,4,4,0,2,-3,1,-2,1,2,3
229,Den Helder,244,9,4,1,1,-3,1,2,3,-2,9,4,9,0,1,9,4,1,1,2,9,-1,4,3,-3,-3,1,0,1,9,1,-2,3,1,-2,4,0,4,0,4,4,0,1,4,9,-3,2,-3,-2,0,4,4,1,0,1,9,-1,3,-3,0,2,1,0,-2,1,3,9,2,-2,2,0,1,-3,0,1,1,2,3,3,9,9,4,2,4,9,9,4,-2,1,0,-2,3,4,3,9,3,4,1,-2,-3,4,-2,4,4,0,9,-1,1,-3,4,4,1,2,4,1
230,Diemen,191,3,0,2,4,0,-3,3,-2,2,9,1,-2,9,1,1,4,4,0,-3,-2,1,4,1,1,2,9,0,-2,1,2,-2,-3,0,0,-3,9,4,9,-1,4,1,1,3,2,9,2,-1,9,0,4,4,-1,1,4,4,9,-2,1,1,-2,-1,-3,3,4,2,-1,0,0,0,4,4,1,9,1,0,4,0,9,1,-3,0,0,0,4,1,0,0,1,1,1,9,-2,-3,1,3,-1,-2,0,0,-1,2,0,2,2,-1,9,9,1,1,9,-2,-1,-2,0
231,Drechterland,218,1,0,-3,1,-1,0,-2,9,0,-3,-3,2,1,-3,0,1,4,9,2,4,9,4,2,1,-3,0,1,1,0,9,1,2,4,0,9,-2,1,9,9,9,-1,-1,1,1,9,0,-2,-2,-3,1,-3,0,9,1,1,9,2,4,2,-1,1,9,-1,2,1,-3,2,-1,3,9,-1,0,1,2,3,1,-2,1,2,9,4,2,0,1,9,3,3,2,1,4,3,3,1,9,2,0,-1,-1,4,1,-2,0,9,-3,-1,0,2,0,9,0,1,1,2,0
232,Edam-Volendam,247,9,1,3,4,1,-3,-1,-1,4,1,-2,-2,4,-2,-3,4,4,2,-1,2,1,2,1,0,9,9,-2,1,-2,1,-1,1,9,2,9,4,1,2,-1,0,9,1,2,1,0,1,3,9,-2,-2,0,-1,9,-2,1,-1,2,4,3,9,0,2,0,1,1,-2,0,-3,0,9,1,9,-1,9,0,4,-1,4,1,3,2,-2,4,-1,0,1,3,-1,4,3,1,4,-2,3,0,-2,2,9,9,1,9,2,-2,9,1,9,9,9,2,1,2,1,2,2
233,Enkhuizen,291,1,1,4,-3,9,2,1,9,2,9,-2,9,2,1,3,3,4,4,-1,-3,-3,-1,3,1,-3,0,9,3,4,9,1,3,1,0,4,3,0,1,-2,2,-3,0,1,-2,9,-2,9,-3,4,9,4,9,-1,0,9,4,4,2,-3,0,9,9,9,-3,1,9,4,9,4,4,9,-2,9,3,1,-2,-1,1,1,0,1,0,1,3,1,4,1,1,1,4,-3,-1,1,9,9,-1,0,9,4,1,0,-1,-1,1,4,9,2,1,9,3,-3,3,4,1
234,Graft-De Rijp,266,9,0,2,-1,3,9,9,-1,3,4,4,3,9,2,0,9,-2,4,-3,1,3,1,4,1,-2,0,9,3,1,1,1,4,9,1,0,1,9,0,2,1,0,9,-2,9,1,1,3,1,0,4,-3,4,1,0,9,-2,-3,-1,9,3,0,1,0,1,-2,9,1,4,4,4,-3,9,9,0,1,2,-3,4,0,-2,9,0,0,-2,4,4,3,1,4,-3,-2,1,9,4,9,9,1,1,-2,3,1,1,1,4,2,-2,-1,-3,4,0,-3,1,9,4
235,Haarlem,369,4,1,1,4,9,9,1,4,3,-2,9,1,9,1,1,-3,0,2,3,0,-1,4,-3,1,9,3,-2,9,-3,1,3,0,4,9,1,3,4,0,-1,-3,3,-3,3,9,1,1,-2,9,9,9,4,9,2,2,9,-1,9,4,0,4,-1,9,0,9,-3,3,9,1,9,-2,9,3,2,2,9,2,9,1,9,4,4,-3,-1,9,3,1,1,2,3,9,3,4,-1,4,0,9,4,1,0,9,0,0,1,9,9,9,-3,-1,9,9,1,4,1,0
236,Haarlemmerliede c.a.,219,9,1,4,-2,9,2,1,1,9,1,-2,9,4,9,2,1,2,-1,-3,4,-3,0,3,9,9,1,2,-3,-2,2,-2,-2,0,1,1,-2,3,3,4,9,3,3,1,1,1,0,-2,9,1,4,1,4,4,-2,1,4,9,1,1,4,1,-1,-3,-2,-3,0,1,-1,1,1,4,1,0,0,2,-2,1,2,-3,0,0,-2,1,-1,4,-3,4,-3,-1,3,9,-3,3,4,-1,9,1,-3,9,4,2,9,1,9,-1,0,4,4,0,2,4,1,1,9
237,Haarlemmermeer,251,4,0,4,2,1,2,0,0,0,9,4,2,-3,3,0,9,-1,3,3,0,3,0,9,0,4,0,4,4,1,9,4,2,4,9,1,1,-2,3,4,1,4,3,9,0,4,2,0,3,-3,9,1,3,1,0,1,2,1,9,-2,-3,1,3,0,1,-1,1,-1,-1,2,4,1,-2,4,4,-1,-2,1,2,9,1,-1,1,9,1,1,1,4,0,9,9,0,-2,4,-1,4,1,0,9,-3,3,-1,1,4,-1,9,2,2,9,-3,2,1,-3,-2,9
238,Harenkarspel,230,4,1,-2,9,9,0,4,9,2,0,2,3,1,0,9,1,1,1,-2,2,9,0,0,0,1,9,1,-2,4,3,4,-2,0,-2,-3,0,-2,1,1,2,0,1,1,4,-3,1,1,1,0,4,9,1,9,4,-1,3,0,-2,3,0,4,0,2,1,1,-3,-1,4,4,4,4,9,2,-1,3,2,4,1,0,4,3,0,-1,9,0,4,1,4,1,1,-1,1,0,9,-3,4,9,3,9,-1,9,-1,1,4,9,-3,1,0,1,2,-1,2,-1,-3
239,Heemskerk,187,-2,0,3,9,9,3,-1,4,1,1,9,-2,0,3,1,4,-2,0,1,-3,1,0,4,-2,-3,4,0,4,0,-3,1,4,0,1,9,4,-3,0,1,1,-1,9,3,4,-2,-1,-1,4,3,4,4,-2,9,4,9,0,-3,4,3,0,4,1,2,0,-3,0,-2,1,2,4,0,0,4,1,-1,4,-3,9,0,1,0,9,2,1,-3,4,1,2,1,0,-1,-1,4,-2,9,0,2,0,4,-3,2,4,0,3,-3,0,4,3,3,1,0,3,3,0
240,Heemstede,245,9,3,9,-3,3,3,9,-2,1,0,1,1,2,0,2,1,4,0,-1,-2,0,1,9,4,0,-2,4,3,1,1,1,9,-3,0,1,1,4,2,4,3,4,0,-3,-1,1,-2,9,-2,4,-3,2,0,9,4,4,3,9,9,-3,1,-3,9,1,4,9,3,9,9,1,0,3,1,1,0,1,0,1,1,-2,4,9,-1,4,1,-3,0,1,1,9,1,-2,1,-1,0,9,9,1,-2,0,1,9,1,1,1,-1,2,-3,-3,2,9,4,1,3,1
241,Heerhugowaard,206,1,0,1,4,1,3,0,0,1,1,4,1,-3,1,1,-1,4,4,0,0,1,1,2,-3,9,1,4,4,-3,4,0,9,2,9,0,3,3,0,4,0,0,2,1,4,9,4,9,3,2,4,2,4,1,-1,1,0,9,-1,9,-3,2,2,1,1,0,2,3,-2,1,-2,0,3,-2,4,3,0,-1,-2,9,0,1,0,1,-1,1,1,-2,3,-3,1,4,0,1,0,0,4,1,1,9,-3,4,-2,1,9,2,1,1,4,4,4,-1,9,0,-3
242,Heiloo,199,-1,1,1,-1,4,9,1,1,-2,-3,0,0,2,4,9,0,2,1,4,1,0,3,-2,4,9,1,0,1,2,0,4,-2,9,1,4,0,0,-3,0,-3,9,-1,1,9,4,4,-1,0,4,0,4,-1,-2,-3,0,3,-3,9,1,-3,-2,1,1,-1,0,2,1,-1,-2,0,4,3,4,-2,1,2,4,0,0,9,1,2,1,1,9,-3,4,0,1,-3,4,1,9,4,3,0,4,4,9,9,4,3,0,4,3,1,-3,-1,1,1,4,4,-2,1
243,Hilversum,234,1,9,3,9,9,9,1,-1,1,4,9,-1,1,9,-3,-3,1,4,4,0,9,-2,1,0,-2,4,-1,1,9,-3,1,-3,4,1,-3,4,4,9,4,0,1,4,-3,-2,0,0,9,-1,-1,-1,2,1,1,-3,-2,-1,9,-1,9,2,4,0,0,9,0,4,0,1,3,0,-3,1,1,4,-1,9,4,1,-3,9,-1,-1,0,9,2,9,1,2,0,0,2,4,-1,9,3,1,-1,-1,-3,-2,2,4,9,4,1,1,1,1,1,-3,1,3,4,4
244,Hoorn,231,0,-2,9,9,-1,2,4,4,-3,1,1,4,4,9,0,9,-3,0,1,-3,-2,3,2,4,0,-2,-2,1,-3,1,1,4,2,2,3,2,4,0,2,4,1,1,1,9,9,3,0,1,-1,2,1,0,9,-1,1,-1,9,4,0,1,-2,-3,1,9,-1,4,1,9,9,-1,-3,1,-3,-1,3,4,1,9,1,-1,-2,4,3,9,9,1,0,1,-1,9,3,1,9,1,-1,4,-1,-1,4,3,4,4,-3,0,-3,-1,9,-1,-2,3,-2,9,-2,4
245,Huizen,237,4,9,2,3,0,9,-3,-1,-2,1,1,4,-1,1,0,4,1,3,4,4,4,-2,4,9,4,1,9,4,3,2,-3,0,4,0,4,-1,0,4,3,0,9,0,4,4,0,0,0,1,0,1,0,-2,9,0,2,-1,0,0,-2,1,4,3,4,0,4,0,1,1,9,4,4,4,3,9,-1,-2,1,1,2,9,1,4,1,2,-2,4,0,9,2,2,3,-3,4,1,9,1,1,0,-1,-1,1,4,-1,0,-3,1,0,1,-1,9,1,9,-2,3
246,Landsmeer,285,2,1,0,4,0,-3,4,1,9,9,-1,0,-1,4,1,0,0,1,9,4,1,1,-2,1,1,-1,3,1,9,-3,-2,4,2,9,4,4,9,-3,9,1,2,9,-1,9,2,-2,1,-1,-3,1,4,0,9,9,1,9,3,0,-1,1,9,9,-3,2,4,9,4,-2,0,4,4,-2,4,3,-1,4,1,-2,1,4,0,3,0,1,1,-1,9,9,0,2,-1,1,3,1,-3,-2,9,4,1,9,4,-1,1,1,1,1,4,1,9,4,2,3,9,4
247,Langedijk,280,4,1,1,-1,0,0,2,9,9,1,-2,-1,0,9,9,-1,9,0,3,-1,9,9,-1,9,4,9,-3,0,1,3,0,4,-3,4,4,4,-1,9,2,1,9,-2,1,-3,9,1,1,1,4,4,3,2,1,-1,-2,4,1,3,-1,0,1,4,-3,-2,1,3,-2,-1,2,0,2,2,1,9,1,-1,1,0,-3,1,0,0,9,-2,0,-1,9,4,0,-1,0,4,3,9,0,9,4,3,9,-3,4,4,1,0,3,1,9,-2,9,4,9,4,3,9
248,Gelderland,193,9,0,1,-1,-3,4,1,-3,1,-2,9,2,9,0,4,1,1,0,1,1,9,1,1,-3,-3,-1,0,0,0,2,0,1,2,0,9,9,1,9,4,4,2,3,2,-3,-2,2,1,-3,-2,1,0,1,-3,-1,3,1,1,1,1,4,4,2,0,0,0,1,1,3,1,1,-1,-2,4,9,-3,2,-1,9,4,1,-3,9,4,1,-3,4,4,1,4,3,0,4,0,9,2,1,-1,1,-1,0,0,1,1,9,3,0,1,1,3,-1,9,1,3,-1
249,Laren,246,1,4,-3,3,2,2,-1,-1,3,4,3,0,9,9,-3,-3,9,1,-3,1,4,4,2,1,1,0,9,-1,9,-3,1,4,1,9,1,9,4,3,0,1,9,1,1,0,4,0,9,-3,1,2,4,1,4,9,0,-1,2,2,9,3,3,0,3,-1,1,0,9,2,-3,4,0,0,0,0,1,1,4,-3,3,1,0,4,0,-2,4,4,1,1,4,1,9,-2,1,-1,-2,9,4,2,-1,1,1,2,0,9,-3,4,3,0,0,9,1,-1,2,4
250,Medemblik,231,2,9,-3,4,4,1,9,1,-2,-2,4,-1,4,1,0,0,3,0,2,9,9,4,9,-1,1,9,2,3,-3,-2,4,-3,4,4,3,-1,-2,1,0,9,-2,2,0,4,0,-1,0,0,3,9,-1,-1,1,0,9,-1,4,9,-3,2,1,1,0,-3,2,1,1,1,4,4,2,4,-1,1,2,3,-2,1,3,2,-2,-3,1,1,-1,9,0,1,3,0,9,9,1,-1,4,0,-2,2,3,1,1,2,4,1,1,9,-1,1,9,-2,1,9,1,4
251,Muiden,238,1,9,-1,0,4,9,-1,1,-3,9,9,-3,0,0,1,0,9,1,1,3,-1,9,9,2,2,4,1,2,9,9,4,1,2,1,9,-2,-3,1,-2,1,-1,4,-2,0,0,-1,2,9,9,9,1,4,1,2,1,1,-3,3,4,9,9,2,2,1,1,3,9,0,2,4,0,2,-3,9,-2,1,4,0,1,9,-1,-2,1,3,1,1,3,0,0,4,3,9,1,-2,1,-2,3,-3,1,-2,-2,-3,-3,9,2,-3,0,0,0,3,3,2,0,-2
252,Naarden,258,3,2,-3,3,0,9,-2,1,9,9,0,2,9,0,4,9,1,2,4,9,-1,1,4,3,1,0,0,4,9,-3,1,0,3,-3,4,-2,4,0,1,1,9,-3,9,4,9,0,0,1,4,4,2,1,-1,3,1,2,0,4,-2,9,3,-3,9,9,1,9,1,0,0,-2,-3,2,-2,3,-3,4,4,1,1,-2,2,4,2,2,9,-1,0,-2,4,2,9,0,4,1,4,3,0,9,-2,-1,-3,-2,0,0,3,4,2,2,3,9,0,0,4,1
253,Niedorp,249,-2,9,1,-2,1,4,9,9,9,1,1,9,2,4,1,1,4,0,-1,1,4,4,0,1,-3,9,4,-2,-1,1,2,4,3,-1,9,-3,9,3,-2,3,4,-2,0,3,-2,0,1,-3,-2,9,0,9,0,1,9,1,9,1,1,1,9,0,4,9,1,4,9,1,4,1,0,1,1,0,0,2,-2,1,4,0,4,4,4,2,2,0,0,4,-3,1,4,3,-1,2,0,-1,0,4,4,1,-3,1,4,1,9,1,0,1,4,1,1,0,-1,2
254,Noorder-Koggenland,253,3,4,9,1,9,1,1,4,4,1,1,4,4,4,4,-3,2,3,0,0,4,3,1,-2,1,-3,0,9,-3,1,1,1,9,-2,1,4,2,4,0,1,-3,1,1,1,1,9,9,0,9,2,9,4,3,2,1,-2,-2,4,9,1,-2,0,2,0,3,4,0,-1,2,2,1,1,-2,0,0,3,9,1,1,1,9,1,9,0,9,-1,1,0,9,4,4,1,3,1,1,1,0,1,-2,1,1,-1,9,0,0,4,1,0,2,0,4,9,-1,1
255,Obdam,244,-3,4,0,4,0,0,1,0,2,-2,0,-1,0,2,1,4,1,1,9,3,4,9,4,9,0,9,2,-2,1,-1,1,1,-2,-1,3,-2,-1,2,4,9,1,0,3,3,4,1,3,0,0,-2,4,9,0,0,1,1,3,2,9,1,2,2,3,4,0,-1,9,9,-2,0,4,9,2,-2,1,1,4,-1,1,9,4,2,-3,9,2,3,3,-3,1,4,9,4,3,0,2,-1,-1,4,9,-1,1,-1,-2,3,-1,-3,0,1,4,1,9,9,1,0
256,Oostzaan,236,1,-3,-2,9,3,2,-1,0,9,1,0,-3,-2,4,4,0,1,0,4,4,3,3,0,3,3,4,2,1,-2,-1,-2,2,9,4,2,-1,4,0,-2,1,-3,9,-2,3,1,-3,1,2,-1,1,1,4,1,9,9,0,9,1,-1,-3,9,9,3,9,1,0,-3,9,9,0,-3,4,-1,9,1,4,3,1,1,0,2,2,1,9,9,4,1,2,1,-1,9,-1,2,-3,4,1,-2,2,0,9,-3,-1,1,2,0,1,9,-3,-1,1,1,3,4,4
257,Opmeer,227,-3,3,9,1,0,1,9,3,4,3,1,-2,9,4,9,4,4,-1,-3,4,0,4,2,3,0,-1,3,9,9,-3,1,-3,0,1,3,9,2,1,9,0,4,-1,-3,2,-2,1,3,-2,1,9,0,4,1,1,4,9,4,1,1,-3,1,1,-2,1,0,-2,3,0,-1,1,4,1,0,0,0,9,3,0,0,1,0,3,0,2,4,4,-1,9,4,4,1,1,9,-1,-2,9,2,9,-3,4,-2,4,1,4,-3,-1,4,-1,0,4,0,-2,2,-3
258,Ouder-Amstel,232,-2,-3,2,0,2,0,0,-3,0,4,-3,0,9,-2,1,3,4,-1,9,-3,1,-3,-3,0,9,4,4,2,-3,1,9,9,9,2,4,0,3,0,3,-2,1,-2,1,3,-3,9,1,0,1,9,9,-3,2,0,9,3,0,1,0,9,-2,9,4,1,2,4,4,1,-3,1,2,9,-1,4,2,1,0,4,2,-2,1,3,9,9,0,0,2,1,9,9,-2,-3,2,-2,1,4,1,2,9,1,9,2,-1,-2,9,1,2,1,3,-1,0,0,-2,-3
259,Purmerend,184,3,2,1,1,-3,2,0,9,-3,9,3,4,1,1,-2,4,3,-3,1,1,1,-2,0,2,9,4,3,1,3,2,9,-3,1,-3,4,1,-2,1,-1,-3,1,3,0,2,2,1,2,0,3,-1,4,4,1,-3,1,1,4,-3,9,-3,-2,3,3,0,1,1,-3,9,1,-1,1,0,1,-2,-1,4,1,0,4,1,9,9,-1,9,2,0,1,-1,2,0,-1,1,-2,1,1,1,1,4,9,-1,9,4,1,-1,2,3,2,-1,1,-3,3,9,1,0
260,Schagen,245,1,-1,-1,4,-1,3,1,-2,3,2,1,0,1,2,1,1,4,3,3,4,1,3,0,0,1,4,4,3,3,3,9,0,-1,9,1,1,-2,0,2,1,0,1,3,4,0,1,4,-2,4,1,-3,1,-3,9,1,4,4,3,1,9,1,-3,2,1,1,3,1,9,0,0,1,1,9,4,2,1,-3,-3,2,-2,0,9,9,-2,2,0,0,4,3,1,9,9,3,1,4,1,9,1,1,1,4,3,2,2,4,-1,9,9,4,3,0,1,1,-1
261,Schermer,221,1,-1,4,2,-2,4,1,0,0,1,9,4,1,1,4,3,4,2,0,3,-1,-3,1,9,1,2,9,9,-3,4,-2,4,-2,1,0,4,-1,1,0,-1,0,1,4,9,4,-2,4,4,2,4,-2,2,2,2,9,0,4,0,0,1,0,-2,1,4,1,3,3,1,1,4,2,4,9,1,-1,1,4,4,2,9,1,0,4,0,0,9,0,0,-3,9,3,4,0,0,-3,1,-1,0,0,0,1,-2,0,4,-3,9,-3,4,4,-1,1,1,9,1
262,Stede Broec,197,4,9,4,2,9,-1,-1,1,-1,4,0,-2,-1,9,4,-1,0,3,-1,1,0,3,0,0,9,4,4,0,1,4,9,-1,0,4,1,0,-1,1,-1,1,1,-1,-1,-2,-2,-1,9,-1,1,4,-1,0,-3,0,-2,-3,1,4,0,-1,2,3,-2,1,1,-2,1,3,-2,2,0,2,9,9,9,-2,9,1,0,0,1,4,9,1,-2,9,-3,1,9,0,-2,1,0,1,9,-1,4,1,-1,4,1,0,1,1,-1,1,4,1,9,0,-3,4,9,-1
263,Texel,259,1,4,1,2,4,2,1,4,1,0,4,0,9,1,-2,1,9,9,4,-2,-2,0,-1,1,0,4,3,3,0,-2,1,-2,1,4,0,9,3,4,-2,1,3,1,0,4,9,9,4,-2,-3,0,-3,9,0,1,4,1,9,1,4,-3,9,1,9,9,-2,-1,9,4,-3,4,9,-3,1,-1,3,9,9,4,2,1,4,0,3,-1,4,1,0,2,4,1,4,-2,-1,3,2,1,1,0,0,-3,4,2,9,4,2,3,1,1,9,1,-3,4,3,-3
264,Leers,283,-1,1,9,4,0,9,3,9,1,-1,9,-3,1,1,2,-3,-1,4,9,2,1,1,1,0,3,9,-2,0,-1,9,1,-2,-3,1,4,4,-1,4,1,4,1,1,-1,-1,2,0,-3,4,3,9,4,9,1,-3,0,4,1,9,9,4,0,0,1,1,-2,9,-3,2,3,4,9,-3,1,4,9,-3,0,1,0,1,1,0,3,9,0,9,-1,0,3,0,1,4,1,9,3,9,-3,9,9,0,-1,-1,9,-2,9,9,1,1,9,0,1,1,1,4
